freq_hz,mag_db
14825.134277,19.42
14825.317383,-19.05
14825.500488,14.27
14825.683594,13.45
14825.866699,-1.84
14826.049805,17.83
14826.232910,13.01
14826.416016,13.34
14826.599121,19.08
14826.782227,17.79
14826.965332,13.98
14827.148438,20.95
14827.331543,18.81
14827.514648,19.77
14827.697754,18.54
14827.880859,11.17
14828.063965,14.84
14828.247070,13.14
14828.430176,8.20
14828.613281,13.67
14828.796387,19.57
14828.979492,10.90
14829.162598,13.12
14829.345703,14.13
14829.528809,20.89
14829.711914,15.67
14829.895020,11.56
14830.078125,15.03
14830.261230,16.75
14830.444336,20.26
14830.627441,10.30
14830.810547,9.04
14830.993652,12.35
14831.176758,16.52
14831.359863,22.18
14831.542969,10.90
14831.726074,18.20
14831.909180,17.18
14832.092285,19.25
14832.275391,18.26
14832.458496,14.85
14832.641602,7.47
14832.824707,14.98
14833.007812,9.49
14833.190918,7.36
14833.374023,-0.53
14833.557129,13.03
14833.740234,9.25
14833.923340,14.25
14834.106445,8.73
14834.289551,12.40
14834.472656,17.52
14834.655762,12.13
14834.838867,10.37
14835.021973,9.36
14835.205078,12.61
14835.388184,3.07
14835.571289,12.83
14835.754395,1.95
14835.937500,13.66
14836.120605,9.54
14836.303711,15.25
14836.486816,10.74
14836.669922,12.85
14836.853027,9.21
14837.036133,10.91
14837.219238,4.43
14837.402344,15.98
14837.585449,13.62
14837.768555,-3.34
14837.951660,15.91
14838.134766,16.61
14838.317871,21.38
14838.500977,15.85
14838.684082,11.04
14838.867188,12.61
14839.050293,12.20
14839.233398,12.95
14839.416504,14.21
14839.599609,15.34
14839.782715,14.95
14839.965820,12.73
14840.148926,14.67
14840.332031,15.68
14840.515137,11.11
14840.698242,17.55
14840.881348,19.00
14841.064453,20.66
14841.247559,16.53
14841.430664,17.52
14841.613770,16.16
14841.796875,15.15
14841.979980,20.23
14842.163086,14.39
14842.346191,4.79
14842.529297,9.37
14842.712402,-5.61
14842.895508,5.10
14843.078613,15.90
14843.261719,22.38
14843.444824,12.65
14843.627930,12.88
14843.811035,1.61
14843.994141,12.20
14844.177246,14.15
14844.360352,1.83
14844.543457,18.79
14844.726562,20.60
14844.909668,15.20
14845.092773,14.49
14845.275879,13.82
14845.458984,11.79
14845.642090,21.36
14845.825195,21.06
14846.008301,16.55
14846.191406,6.34
14846.374512,7.21
14846.557617,9.27
14846.740723,6.78
14846.923828,4.85
14847.106934,6.59
14847.290039,16.56
14847.473145,19.42
14847.656250,-6.75
14847.839355,8.43
14848.022461,6.87
14848.205566,11.19
14848.388672,6.63
14848.571777,14.91
14848.754883,6.52
14848.937988,7.18
14849.121094,11.26
14849.304199,10.42
14849.487305,20.86
14849.670410,22.11
14849.853516,14.06
14850.036621,12.22
14850.219727,18.41
14850.402832,19.41
14850.585938,16.50
14850.769043,10.37
14850.952148,16.13
14851.135254,3.78
14851.318359,14.66
14851.501465,6.32
14851.684570,18.10
14851.867676,20.82
14852.050781,12.47
14852.233887,16.96
14852.416992,6.92
14852.600098,14.54
14852.783203,19.66
14852.966309,15.43
14853.149414,15.24
14853.332520,5.15
14853.515625,16.79
14853.698730,6.73
14853.881836,11.47
14854.064941,14.50
14854.248047,24.00
14854.431152,17.68
14854.614258,17.19
14854.797363,2.84
14854.980469,16.29
14855.163574,8.66
14855.346680,19.70
14855.529785,20.62
14855.712891,12.08
14855.895996,5.30
14856.079102,15.42
14856.262207,11.28
14856.445312,18.96
14856.628418,11.63
14856.811523,15.09
14856.994629,-1.81
14857.177734,11.70
14857.360840,-0.47
14857.543945,13.50
14857.727051,18.52
14857.910156,20.86
14858.093262,11.73
14858.276367,8.96
14858.459473,8.93
14858.642578,5.22
14858.825684,11.95
14859.008789,15.60
14859.191895,14.88
14859.375000,18.61
14859.558105,12.37
14859.741211,9.85
14859.924316,9.25
14860.107422,2.32
14860.290527,9.87
14860.473633,-5.86
14860.656738,15.16
14860.839844,11.38
14861.022949,13.24
14861.206055,23.00
14861.389160,7.22
14861.572266,18.42
14861.755371,18.23
14861.938477,16.91
14862.121582,15.75
14862.304688,17.27
14862.487793,23.40
14862.670898,19.11
14862.854004,2.12
14863.037109,10.82
14863.220215,13.46
14863.403320,16.77
14863.586426,15.00
14863.769531,3.09
14863.952637,16.36
14864.135742,14.88
14864.318848,3.75
14864.501953,13.85
14864.685059,12.21
14864.868164,16.15
14865.051270,15.44
14865.234375,1.60
14865.417480,10.62
14865.600586,14.43
14865.783691,7.19
14865.966797,13.72
14866.149902,18.94
14866.333008,19.33
14866.516113,8.13
14866.699219,14.12
14866.882324,12.90
14867.065430,3.81
14867.248535,-5.76
14867.431641,12.84
14867.614746,16.48
14867.797852,15.66
14867.980957,17.76
14868.164062,14.60
14868.347168,18.56
14868.530273,6.12
14868.713379,4.73
14868.896484,16.53
14869.079590,13.14
14869.262695,8.69
14869.445801,9.98
14869.628906,14.57
14869.812012,6.75
14869.995117,11.81
14870.178223,13.76
14870.361328,6.62
14870.544434,14.66
14870.727539,13.36
14870.910645,11.72
14871.093750,15.97
14871.276855,17.41
14871.459961,7.49
14871.643066,10.25
14871.826172,17.07
14872.009277,18.13
14872.192383,13.41
14872.375488,10.48
14872.558594,16.83
14872.741699,10.48
14872.924805,15.24
14873.107910,9.57
14873.291016,1.75
14873.474121,4.98
14873.657227,17.01
14873.840332,18.81
14874.023438,10.22
14874.206543,9.10
14874.389648,10.82
14874.572754,17.34
14874.755859,-1.74
14874.938965,8.97
14875.122070,15.76
14875.305176,8.65
14875.488281,12.95
14875.671387,-11.63
14875.854492,11.33
14876.037598,14.28
14876.220703,3.71
14876.403809,12.69
14876.586914,18.15
14876.770020,17.63
14876.953125,14.73
14877.136230,18.55
14877.319336,9.34
14877.502441,-3.22
14877.685547,3.03
14877.868652,3.46
14878.051758,19.98
14878.234863,18.47
14878.417969,8.54
14878.601074,13.06
14878.784180,15.78
14878.967285,11.95
14879.150391,17.88
14879.333496,14.78
14879.516602,13.00
14879.699707,10.46
14879.882812,-2.89
14880.065918,9.53
14880.249023,13.30
14880.432129,8.74
14880.615234,16.98
14880.798340,10.15
14880.981445,16.41
14881.164551,16.97
14881.347656,17.48
14881.530762,19.56
14881.713867,-0.24
14881.896973,8.42
14882.080078,17.08
14882.263184,13.38
14882.446289,9.82
14882.629395,11.24
14882.812500,15.01
14882.995605,6.51
14883.178711,20.85
14883.361816,17.35
14883.544922,4.62
14883.728027,10.48
14883.911133,7.54
14884.094238,14.12
14884.277344,19.94
14884.460449,15.54
14884.643555,1.83
14884.826660,6.85
14885.009766,15.18
14885.192871,15.55
14885.375977,7.60
14885.559082,11.75
14885.742188,-2.32
14885.925293,9.36
14886.108398,10.03
14886.291504,13.53
14886.474609,2.93
14886.657715,6.33
14886.840820,15.73
14887.023926,3.14
14887.207031,15.96
14887.390137,16.10
14887.573242,5.17
14887.756348,19.71
14887.939453,7.94
14888.122559,0.94
14888.305664,9.54
14888.488770,7.26
14888.671875,16.19
14888.854980,21.08
14889.038086,17.22
14889.221191,10.86
14889.404297,11.54
14889.587402,11.10
14889.770508,16.06
14889.953613,12.27
14890.136719,11.29
14890.319824,11.19
14890.502930,17.12
14890.686035,14.48
14890.869141,9.98
14891.052246,5.73
14891.235352,13.65
14891.418457,-2.51
14891.601562,11.41
14891.784668,6.36
14891.967773,9.45
14892.150879,18.67
14892.333984,18.76
14892.517090,11.90
14892.700195,19.27
14892.883301,17.85
14893.066406,13.90
14893.249512,18.62
14893.432617,-4.56
14893.615723,15.65
14893.798828,12.68
14893.981934,16.28
14894.165039,16.87
14894.348145,15.56
14894.531250,11.09
14894.714355,10.48
14894.897461,17.66
14895.080566,17.17
14895.263672,21.35
14895.446777,11.51
14895.629883,11.96
14895.812988,-2.47
14895.996094,11.81
14896.179199,15.92
14896.362305,8.24
14896.545410,14.21
14896.728516,11.82
14896.911621,3.98
14897.094727,9.47
14897.277832,-8.42
14897.460938,14.33
14897.644043,9.91
14897.827148,13.86
14898.010254,14.43
14898.193359,14.53
14898.376465,14.46
14898.559570,10.44
14898.742676,10.19
14898.925781,17.70
14899.108887,14.31
14899.291992,6.73
14899.475098,17.31
14899.658203,17.94
14899.841309,11.68
14900.024414,5.21
14900.207520,13.48
14900.390625,17.19
14900.573730,9.63
14900.756836,6.48
14900.939941,11.96
14901.123047,13.36
14901.306152,12.79
14901.489258,18.83
14901.672363,19.79
14901.855469,18.91
14902.038574,19.67
14902.221680,-2.28
14902.404785,10.19
14902.587891,16.91
14902.770996,15.77
14902.954102,9.53
14903.137207,10.49
14903.320312,11.14
14903.503418,2.32
14903.686523,15.62
14903.869629,4.70
14904.052734,18.91
14904.235840,13.06
14904.418945,4.29
14904.602051,0.52
14904.785156,8.98
14904.968262,11.59
14905.151367,14.22
14905.334473,11.99
14905.517578,17.10
14905.700684,-9.68
14905.883789,14.45
14906.066895,11.86
14906.250000,7.82
14906.433105,16.42
14906.616211,3.53
14906.799316,17.10
14906.982422,18.61
14907.165527,0.58
14907.348633,13.69
14907.531738,11.09
14907.714844,10.72
14907.897949,14.36
14908.081055,12.66
14908.264160,14.99
14908.447266,9.56
14908.630371,6.09
14908.813477,15.73
14908.996582,13.90
14909.179688,16.82
14909.362793,13.14
14909.545898,22.35
14909.729004,15.65
14909.912109,15.71
14910.095215,18.40
14910.278320,11.80
14910.461426,-6.31
14910.644531,10.66
14910.827637,13.60
14911.010742,-4.52
14911.193848,14.19
14911.376953,14.40
14911.560059,16.06
14911.743164,17.54
14911.926270,17.05
14912.109375,18.90
14912.292480,10.97
14912.475586,16.28
14912.658691,12.05
14912.841797,13.04
14913.024902,-1.90
14913.208008,12.37
14913.391113,5.11
14913.574219,17.15
14913.757324,15.64
14913.940430,17.40
14914.123535,18.10
14914.306641,22.86
14914.489746,8.86
14914.672852,17.78
14914.855957,4.53
14915.039062,17.02
14915.222168,15.87
14915.405273,14.55
14915.588379,10.10
14915.771484,-5.14
14915.954590,14.28
14916.137695,13.96
14916.320801,19.41
14916.503906,13.71
14916.687012,13.69
14916.870117,13.19
14917.053223,5.16
14917.236328,14.96
14917.419434,6.24
14917.602539,18.86
14917.785645,19.92
14917.968750,12.63
14918.151855,19.04
14918.334961,12.48
14918.518066,13.27
14918.701172,18.89
14918.884277,18.14
14919.067383,14.25
14919.250488,13.63
14919.433594,9.25
14919.616699,15.83
14919.799805,16.57
14919.982910,5.81
14920.166016,18.04
14920.349121,22.02
14920.532227,13.85
14920.715332,8.60
14920.898438,5.83
14921.081543,12.12
14921.264648,12.13
14921.447754,17.00
14921.630859,17.13
14921.813965,18.23
14921.997070,19.55
14922.180176,21.18
14922.363281,9.25
14922.546387,7.71
14922.729492,14.01
14922.912598,8.13
14923.095703,13.57
14923.278809,16.18
14923.461914,9.80
14923.645020,7.39
14923.828125,17.73
14924.011230,10.31
14924.194336,7.54
14924.377441,12.54
14924.560547,16.57
14924.743652,11.22
14924.926758,15.48
14925.109863,14.18
14925.292969,15.36
14925.476074,14.39
14925.659180,19.92
14925.842285,23.01
14926.025391,7.21
14926.208496,18.45
14926.391602,9.81
14926.574707,-19.43
14926.757812,18.88
14926.940918,10.54
14927.124023,16.51
14927.307129,2.50
14927.490234,17.59
14927.673340,6.88
14927.856445,16.60
14928.039551,21.71
14928.222656,13.88
14928.405762,14.49
14928.588867,0.13
14928.771973,13.54
14928.955078,13.81
14929.138184,17.03
14929.321289,18.76
14929.504395,15.87
14929.687500,8.58
14929.870605,10.63
14930.053711,17.96
14930.236816,17.36
14930.419922,12.15
14930.603027,3.77
14930.786133,10.28
14930.969238,10.00
14931.152344,12.29
14931.335449,8.45
14931.518555,17.89
14931.701660,12.65
14931.884766,6.53
14932.067871,-6.37
14932.250977,7.68
14932.434082,10.92
14932.617188,23.64
14932.800293,20.21
14932.983398,9.81
14933.166504,14.80
14933.349609,18.23
14933.532715,12.13
14933.715820,15.83
14933.898926,15.09
14934.082031,14.07
14934.265137,15.96
14934.448242,9.34
14934.631348,12.61
14934.814453,11.06
14934.997559,18.56
14935.180664,12.51
14935.363770,6.04
14935.546875,16.73
14935.729980,5.87
14935.913086,19.00
14936.096191,-2.55
14936.279297,16.67
14936.462402,5.09
14936.645508,7.28
14936.828613,10.56
14937.011719,11.30
14937.194824,14.84
14937.377930,6.28
14937.561035,13.88
14937.744141,19.26
14937.927246,3.61
14938.110352,12.41
14938.293457,14.42
14938.476562,16.74
14938.659668,18.17
14938.842773,18.40
14939.025879,7.37
14939.208984,14.04
14939.392090,15.30
14939.575195,19.76
14939.758301,10.62
14939.941406,13.62
14940.124512,16.38
14940.307617,11.61
14940.490723,16.41
14940.673828,13.76
14940.856934,7.50
14941.040039,12.80
14941.223145,10.18
14941.406250,14.89
14941.589355,13.50
14941.772461,16.18
14941.955566,11.00
14942.138672,3.32
14942.321777,16.45
14942.504883,-0.95
14942.687988,11.60
14942.871094,17.28
14943.054199,16.40
14943.237305,18.71
14943.420410,8.56
14943.603516,11.05
14943.786621,-3.91
14943.969727,18.36
14944.152832,16.46
14944.335938,14.87
14944.519043,15.53
14944.702148,13.02
14944.885254,16.29
14945.068359,8.05
14945.251465,17.53
14945.434570,11.69
14945.617676,9.27
14945.800781,14.14
14945.983887,12.73
14946.166992,15.66
14946.350098,13.43
14946.533203,16.82
14946.716309,7.42
14946.899414,6.94
14947.082520,4.71
14947.265625,16.89
14947.448730,17.38
14947.631836,11.31
14947.814941,11.19
14947.998047,13.52
14948.181152,0.92
14948.364258,12.34
14948.547363,19.43
14948.730469,18.25
14948.913574,11.62
14949.096680,6.66
14949.279785,-13.12
14949.462891,5.52
14949.645996,15.45
14949.829102,14.75
14950.012207,0.51
14950.195312,14.63
14950.378418,14.08
14950.561523,19.20
14950.744629,17.46
14950.927734,11.33
14951.110840,13.08
14951.293945,17.77
14951.477051,17.57
14951.660156,10.26
14951.843262,13.71
14952.026367,15.59
14952.209473,4.46
14952.392578,12.84
14952.575684,11.32
14952.758789,17.13
14952.941895,15.94
14953.125000,5.71
14953.308105,8.99
14953.491211,12.75
14953.674316,9.97
14953.857422,6.57
14954.040527,13.33
14954.223633,15.01
14954.406738,15.67
14954.589844,9.75
14954.772949,8.42
14954.956055,3.95
14955.139160,14.00
14955.322266,18.45
14955.505371,19.21
14955.688477,18.55
14955.871582,16.66
14956.054688,17.62
14956.237793,21.30
14956.420898,10.17
14956.604004,7.92
14956.787109,15.01
14956.970215,14.77
14957.153320,18.61
14957.336426,10.63
14957.519531,14.31
14957.702637,11.43
14957.885742,13.29
14958.068848,14.67
14958.251953,15.39
14958.435059,18.55
14958.618164,4.96
14958.801270,19.47
14958.984375,9.44
14959.167480,17.13
14959.350586,15.24
14959.533691,19.29
14959.716797,-7.31
14959.899902,14.14
14960.083008,16.97
14960.266113,17.39
14960.449219,11.06
14960.632324,4.89
14960.815430,2.49
14960.998535,14.30
14961.181641,16.31
14961.364746,16.34
14961.547852,1.56
14961.730957,13.11
14961.914062,10.40
14962.097168,15.73
14962.280273,11.81
14962.463379,14.58
14962.646484,11.05
14962.829590,14.23
14963.012695,14.61
14963.195801,9.55
14963.378906,17.06
14963.562012,15.18
14963.745117,11.49
14963.928223,13.77
14964.111328,7.43
14964.294434,8.83
14964.477539,14.93
14964.660645,13.18
14964.843750,13.40
14965.026855,15.96
14965.209961,2.65
14965.393066,17.91
14965.576172,15.98
14965.759277,8.88
14965.942383,16.31
14966.125488,12.92
14966.308594,18.07
14966.491699,16.63
14966.674805,12.47
14966.857910,15.95
14967.041016,9.25
14967.224121,16.27
14967.407227,5.28
14967.590332,9.64
14967.773438,11.24
14967.956543,15.46
14968.139648,17.57
14968.322754,5.37
14968.505859,16.73
14968.688965,20.29
14968.872070,5.26
14969.055176,11.09
14969.238281,9.58
14969.421387,11.60
14969.604492,6.22
14969.787598,17.38
14969.970703,14.06
14970.153809,6.19
14970.336914,0.35
14970.520020,6.80
14970.703125,12.05
14970.886230,15.16
14971.069336,11.43
14971.252441,11.25
14971.435547,17.87
14971.618652,11.38
14971.801758,14.81
14971.984863,10.18
14972.167969,2.89
14972.351074,12.04
14972.534180,12.71
14972.717285,6.87
14972.900391,-1.23
14973.083496,16.08
14973.266602,8.83
14973.449707,8.67
14973.632812,7.32
14973.815918,16.06
14973.999023,16.73
14974.182129,6.80
14974.365234,6.97
14974.548340,15.33
14974.731445,11.17
14974.914551,16.64
14975.097656,18.12
14975.280762,8.01
14975.463867,15.80
14975.646973,12.14
14975.830078,10.48
14976.013184,14.85
14976.196289,13.04
14976.379395,12.11
14976.562500,14.67
14976.745605,15.67
14976.928711,14.20
14977.111816,10.94
14977.294922,9.71
14977.478027,15.85
14977.661133,16.08
14977.844238,19.40
14978.027344,8.04
14978.210449,9.90
14978.393555,17.22
14978.576660,19.04
14978.759766,13.57
14978.942871,10.68
14979.125977,7.84
14979.309082,6.80
14979.492188,13.55
14979.675293,14.18
14979.858398,12.47
14980.041504,13.88
14980.224609,8.57
14980.407715,16.14
14980.590820,18.99
14980.773926,18.21
14980.957031,19.71
14981.140137,13.35
14981.323242,19.66
14981.506348,1.83
14981.689453,17.23
14981.872559,7.20
14982.055664,1.13
14982.238770,6.19
14982.421875,8.78
14982.604980,10.84
14982.788086,3.20
14982.971191,16.67
14983.154297,9.99
14983.337402,7.36
14983.520508,15.10
14983.703613,16.81
14983.886719,5.44
14984.069824,14.36
14984.252930,13.66
14984.436035,9.01
14984.619141,13.73
14984.802246,18.62
14984.985352,14.74
14985.168457,19.64
14985.351562,14.94
14985.534668,14.95
14985.717773,6.63
14985.900879,16.06
14986.083984,6.09
14986.267090,13.89
14986.450195,18.76
14986.633301,0.86
14986.816406,10.55
14986.999512,11.06
14987.182617,12.73
14987.365723,8.37
14987.548828,14.27
14987.731934,14.14
14987.915039,7.10
14988.098145,11.09
14988.281250,19.02
14988.464355,16.91
14988.647461,17.78
14988.830566,10.30
14989.013672,10.14
14989.196777,19.14
14989.379883,13.54
14989.562988,9.68
14989.746094,9.91
14989.929199,13.41
14990.112305,14.46
14990.295410,-10.74
14990.478516,17.31
14990.661621,18.23
14990.844727,16.90
14991.027832,18.36
14991.210938,14.11
14991.394043,17.75
14991.577148,19.93
14991.760254,15.96
14991.943359,16.35
14992.126465,12.14
14992.309570,-3.89
14992.492676,2.50
14992.675781,16.91
14992.858887,10.50
14993.041992,13.28
14993.225098,14.67
14993.408203,15.33
14993.591309,13.03
14993.774414,19.53
14993.957520,17.52
14994.140625,8.22
14994.323730,17.44
14994.506836,16.16
14994.689941,13.68
14994.873047,5.43
14995.056152,10.43
14995.239258,13.65
14995.422363,19.01
14995.605469,19.10
14995.788574,14.15
14995.971680,17.80
14996.154785,12.54
14996.337891,16.80
14996.520996,11.03
14996.704102,9.30
14996.887207,18.59
14997.070312,5.54
14997.253418,10.68
14997.436523,19.30
14997.619629,5.40
14997.802734,17.23
14997.985840,1.56
14998.168945,19.25
14998.352051,14.44
14998.535156,16.23
14998.718262,12.89
14998.901367,9.81
14999.084473,13.58
14999.267578,13.55
14999.450684,10.40
14999.633789,7.20
14999.816895,1.27
15000.000000,15.20
15000.183105,13.86
15000.366211,8.69
15000.549316,11.49
15000.732422,11.31
15000.915527,14.04
15001.098633,12.59
15001.281738,17.21
15001.464844,4.31
15001.647949,12.56
15001.831055,15.34
15002.014160,13.93
15002.197266,18.59
15002.380371,16.47
15002.563477,13.53
15002.746582,16.89
15002.929688,7.61
15003.112793,15.41
15003.295898,8.27
15003.479004,15.76
15003.662109,14.44
15003.845215,6.05
15004.028320,9.33
15004.211426,16.71
15004.394531,8.74
15004.577637,5.77
15004.760742,14.51
15004.943848,6.83
15005.126953,0.70
15005.310059,7.92
15005.493164,13.28
15005.676270,6.39
15005.859375,17.90
15006.042480,17.44
15006.225586,19.17
15006.408691,9.75
15006.591797,13.25
15006.774902,6.28
15006.958008,16.04
15007.141113,17.12
15007.324219,15.13
15007.507324,13.64
15007.690430,4.85
15007.873535,9.18
15008.056641,20.15
15008.239746,20.61
15008.422852,20.69
15008.605957,13.81
15008.789062,13.63
15008.972168,16.36
15009.155273,20.74
15009.338379,13.37
15009.521484,10.25
15009.704590,10.80
15009.887695,2.90
15010.070801,9.89
15010.253906,10.68
15010.437012,12.85
15010.620117,17.25
15010.803223,15.73
15010.986328,17.36
15011.169434,7.41
15011.352539,16.83
15011.535645,18.74
15011.718750,12.06
15011.901855,-0.97
15012.084961,7.87
15012.268066,16.76
15012.451172,15.63
15012.634277,7.48
15012.817383,11.40
15013.000488,-1.16
15013.183594,15.58
15013.366699,17.72
15013.549805,15.13
15013.732910,16.80
15013.916016,12.63
15014.099121,10.58
15014.282227,15.79
15014.465332,15.06
15014.648438,5.63
15014.831543,6.19
15015.014648,6.35
15015.197754,5.55
15015.380859,15.05
15015.563965,15.47
15015.747070,15.91
15015.930176,6.76
15016.113281,8.63
15016.296387,15.68
15016.479492,19.74
15016.662598,11.65
15016.845703,19.35
15017.028809,7.63
15017.211914,17.05
15017.395020,10.16
15017.578125,13.72
15017.761230,11.45
15017.944336,9.91
15018.127441,16.48
15018.310547,13.82
15018.493652,12.77
15018.676758,18.04
15018.859863,17.56
15019.042969,13.78
15019.226074,17.13
15019.409180,15.97
15019.592285,19.39
15019.775391,11.90
15019.958496,9.83
15020.141602,15.08
15020.324707,11.18
15020.507812,3.21
15020.690918,4.89
15020.874023,9.77
15021.057129,5.98
15021.240234,17.71
15021.423340,15.80
15021.606445,1.52
15021.789551,8.56
15021.972656,12.38
15022.155762,15.48
15022.338867,13.78
15022.521973,16.16
15022.705078,13.62
15022.888184,14.23
15023.071289,8.75
15023.254395,5.92
15023.437500,-0.29
15023.620605,-9.44
15023.803711,15.25
15023.986816,16.32
15024.169922,11.43
15024.353027,16.88
15024.536133,18.19
15024.719238,14.72
15024.902344,16.19
15025.085449,6.80
15025.268555,17.73
15025.451660,8.87
15025.634766,16.30
15025.817871,9.74
15026.000977,10.25
15026.184082,18.05
15026.367188,17.21
15026.550293,10.80
15026.733398,16.02
15026.916504,18.49
15027.099609,17.04
15027.282715,19.07
15027.465820,17.47
15027.648926,8.29
15027.832031,6.47
15028.015137,7.40
15028.198242,16.35
15028.381348,9.59
15028.564453,8.74
15028.747559,0.34
15028.930664,12.48
15029.113770,7.93
15029.296875,17.35
15029.479980,13.72
15029.663086,15.10
15029.846191,18.85
15030.029297,12.28
15030.212402,20.89
15030.395508,19.85
15030.578613,6.39
15030.761719,11.58
15030.944824,0.74
15031.127930,12.59
15031.311035,0.40
15031.494141,16.80
15031.677246,12.35
15031.860352,7.84
15032.043457,12.27
15032.226562,11.61
15032.409668,17.02
15032.592773,4.24
15032.775879,16.37
15032.958984,14.43
15033.142090,14.55
15033.325195,19.21
15033.508301,15.16
15033.691406,5.22
15033.874512,13.46
15034.057617,15.53
15034.240723,12.19
15034.423828,20.59
15034.606934,13.44
15034.790039,13.73
15034.973145,11.35
15035.156250,15.29
15035.339355,7.65
15035.522461,13.61
15035.705566,16.92
15035.888672,13.97
15036.071777,12.27
15036.254883,-0.74
15036.437988,-3.16
15036.621094,7.80
15036.804199,12.20
15036.987305,-0.49
15037.170410,14.10
15037.353516,17.02
15037.536621,12.20
15037.719727,16.09
15037.902832,10.82
15038.085938,11.57
15038.269043,10.94
15038.452148,1.02
15038.635254,13.44
15038.818359,1.65
15039.001465,14.52
15039.184570,6.38
15039.367676,13.27
15039.550781,14.36
15039.733887,11.90
15039.916992,13.96
15040.100098,10.65
15040.283203,10.71
15040.466309,1.04
15040.649414,-3.91
15040.832520,11.13
15041.015625,9.68
15041.198730,-3.04
15041.381836,2.85
15041.564941,-0.43
15041.748047,13.12
15041.931152,16.60
15042.114258,12.60
15042.297363,3.57
15042.480469,9.20
15042.663574,16.56
15042.846680,11.56
15043.029785,16.87
15043.212891,-14.12
15043.395996,6.26
15043.579102,9.90
15043.762207,19.99
15043.945312,-8.37
15044.128418,15.65
15044.311523,13.16
15044.494629,14.06
15044.677734,8.86
15044.860840,16.77
15045.043945,16.34
15045.227051,-5.07
15045.410156,12.35
15045.593262,20.79
15045.776367,18.08
15045.959473,12.57
15046.142578,15.19
15046.325684,13.47
15046.508789,15.37
15046.691895,12.59
15046.875000,4.55
15047.058105,19.33
15047.241211,17.60
15047.424316,-0.68
15047.607422,15.78
15047.790527,19.26
15047.973633,11.18
15048.156738,14.92
15048.339844,7.60
15048.522949,14.98
15048.706055,14.14
15048.889160,-0.41
15049.072266,11.45
15049.255371,10.15
15049.438477,11.63
15049.621582,9.92
15049.804688,16.63
15049.987793,17.42
15050.170898,7.56
15050.354004,16.55
15050.537109,0.78
15050.720215,18.74
15050.903320,13.23
15051.086426,10.60
15051.269531,10.10
15051.452637,12.90
15051.635742,13.04
15051.818848,18.87
15052.001953,17.64
15052.185059,16.11
15052.368164,14.19
15052.551270,21.58
15052.734375,12.93
15052.917480,18.19
15053.100586,19.39
15053.283691,13.70
15053.466797,15.20
15053.649902,14.48
15053.833008,4.65
15054.016113,10.98
15054.199219,14.62
15054.382324,3.96
15054.565430,6.37
15054.748535,2.96
15054.931641,10.20
15055.114746,4.48
15055.297852,13.67
15055.480957,12.45
15055.664062,14.45
15055.847168,14.88
15056.030273,17.44
15056.213379,18.35
15056.396484,12.18
15056.579590,14.90
15056.762695,13.68
15056.945801,13.32
15057.128906,19.63
15057.312012,16.53
15057.495117,-1.60
15057.678223,4.56
15057.861328,6.75
15058.044434,1.60
15058.227539,15.17
15058.410645,16.15
15058.593750,10.27
15058.776855,18.13
15058.959961,15.98
15059.143066,13.86
15059.326172,18.87
15059.509277,14.70
15059.692383,13.09
15059.875488,14.27
15060.058594,17.46
15060.241699,3.49
15060.424805,13.00
15060.607910,14.95
15060.791016,10.53
15060.974121,12.44
15061.157227,18.62
15061.340332,6.34
15061.523438,7.63
15061.706543,13.81
15061.889648,7.61
15062.072754,-2.77
15062.255859,14.40
15062.438965,5.06
15062.622070,1.24
15062.805176,13.00
15062.988281,15.33
15063.171387,5.34
15063.354492,13.40
15063.537598,10.23
15063.720703,7.69
15063.903809,8.44
15064.086914,18.85
15064.270020,16.73
15064.453125,13.96
15064.636230,14.32
15064.819336,16.78
15065.002441,12.79
15065.185547,10.92
15065.368652,16.93
15065.551758,12.84
15065.734863,6.70
15065.917969,3.74
15066.101074,14.95
15066.284180,10.62
15066.467285,-16.43
15066.650391,14.27
15066.833496,14.76
15067.016602,8.35
15067.199707,9.80
15067.382812,10.36
15067.565918,10.83
15067.749023,12.82
15067.932129,16.65
15068.115234,16.44
15068.298340,12.11
15068.481445,9.44
15068.664551,6.64
15068.847656,20.23
15069.030762,18.81
15069.213867,11.67
15069.396973,3.15
15069.580078,14.17
15069.763184,10.37
15069.946289,19.62
15070.129395,17.36
15070.312500,17.32
15070.495605,-0.49
15070.678711,14.40
15070.861816,11.74
15071.044922,11.03
15071.228027,17.99
15071.411133,18.05
15071.594238,5.53
15071.777344,17.95
15071.960449,12.90
15072.143555,9.51
15072.326660,12.07
15072.509766,2.75
15072.692871,-1.48
15072.875977,14.04
15073.059082,19.81
15073.242188,15.12
15073.425293,13.38
15073.608398,11.64
15073.791504,6.98
15073.974609,17.41
15074.157715,17.75
15074.340820,12.56
15074.523926,4.45
15074.707031,2.28
15074.890137,15.45
15075.073242,16.78
15075.256348,5.70
15075.439453,10.18
15075.622559,16.69
15075.805664,20.58
15075.988770,14.73
15076.171875,13.87
15076.354980,-1.41
15076.538086,15.69
15076.721191,12.72
15076.904297,7.13
15077.087402,7.90
15077.270508,15.13
15077.453613,7.76
15077.636719,11.99
15077.819824,15.72
15078.002930,16.36
15078.186035,20.20
15078.369141,4.07
15078.552246,7.69
15078.735352,9.94
15078.918457,19.36
15079.101562,12.32
15079.284668,8.14
15079.467773,11.27
15079.650879,13.11
15079.833984,12.89
15080.017090,10.82
